Input.target1,target_img_id,alternative_id_y,target_alt_id,qid
img_womens_athletic_shoes_102.jpg,4331,2698,"u4331,2698-t0",u4331-t0
img_womens_athletic_shoes_1071.jpg,2389,"711,3867,1618","u2389,711,3867,1618-t0",u2389-t0
img_womens_athletic_shoes_1094.jpg,3523,4102,"u3523,4102-t0",u3523-t0
img_womens_athletic_shoes_1114.jpg,4116,"543,3536","u4116,543,3536-t0",u4116-t0
img_womens_athletic_shoes_1148.jpg,3532,4634,"u3532,4634-t0",u3532-t0
img_womens_athletic_shoes_1433.jpg,3802,"920,2530,3865","u3802,920,2530,3865-t0",u3802-t0
img_womens_athletic_shoes_1443.jpg,291,"3196,1375","u291,3196,1375-t0",u291-t0
img_womens_athletic_shoes_1499.jpg,322,"4332,647,3916,1607","u322,4332,647,3916,1607-t0",u322-t0
img_womens_athletic_shoes_1513.jpg,1001,2588,"u1001,2588-t0",u1001-t0
img_womens_athletic_shoes_1518.jpg,387,"1779,1583,4590,2648,1524","u387,1779,1583,4590,2648,1524-t0",u387-t0
img_womens_athletic_shoes_1570.jpg,2753,"1060,689,3607","u2753,1060,689,3607-t0",u2753-t0
img_womens_athletic_shoes_457.jpg,3415,"2648,1550,1779,1524,2644","u3415,2648,1550,1779,1524,2644-t0",u3415-t0
img_womens_athletic_shoes_644.jpg,3984,"96,3349,1564","u3984,96,3349,1564-t0",u3984-t0
img_womens_athletic_shoes_751.jpg,4102,"4622,1607,2864","u4102,4622,1607,2864-t0",u4102-t0
img_womens_athletic_shoes_790.jpg,843,843,"u843,843-t0",u843-t0
img_womens_athletic_shoes_812.jpg,1502,"2351,1426,1502","u1502,2351,1426,1502-t0",u1502-t0
img_womens_athletic_shoes_898.jpg,3844,"4307,433","u3844,4307,433-t0",u3844-t0
img_womens_athletic_shoes_917.jpg,4634,"4522,1607,4263,1652,1146,2337","u4634,4522,1607,4263,1652,1146,2337-t0",u4634-t0
img_womens_boots_1227.jpg,2364,3221,"u2364,3221-t0",u2364-t0
img_womens_boots_1308.jpg,3630,1954,"u3630,1954-t0",u3630-t0
img_womens_boots_1343.jpg,3784,3738,"u3784,3738-t0",u3784-t0
img_womens_boots_1477.jpg,3231,"918,4001","u3231,918,4001-t0",u3231-t0
img_womens_boots_1508.jpg,2328,1694,"u2328,1694-t0",u2328-t0
img_womens_boots_160.jpg,3416,"3001,1225,1694","u3416,3001,1225,1694-t0",u3416-t0
img_womens_boots_217.jpg,1374,"2588,3732,96","u1374,2588,3732,96-t0",u1374-t0
img_womens_boots_303.jpg,3163,"639,1028","u3163,639,1028-t0",u3163-t0
img_womens_boots_463.jpg,23,"23,255,23,986,255,29","u23,23,255,23,986,255,29-t0",u23-t0
img_womens_boots_48.jpg,3422,1954,"u3422,1954-t0",u3422-t0
img_womens_boots_594.jpg,676,"1471,2680","u676,1471,2680-t0",u676-t0
img_womens_boots_67.jpg,8,"1070,1977,1365,2456,2503,2455","u8,1070,1977,1365,2456,2503,2455-t0",u8-t0
img_womens_boots_704.jpg,1018,"2899,2899,1018","u1018,2899,2899,1018-t0",u1018-t0
img_womens_boots_795.jpg,1103,2901,"u1103,2901-t0",u1103-t0
img_womens_clogs_1089.jpg,4553,2188,"u4553,2188-t0",u4553-t0
img_womens_clogs_1113.jpg,2379,"2214,1783","u2379,2214,1783-t0",u2379-t0
img_womens_clogs_1160.jpg,3765,"6,324","u3765,6,324-t0",u3765-t0
img_womens_clogs_1234.jpg,1231,"2401,4511","u1231,2401,4511-t0",u1231-t0
img_womens_clogs_1352.jpg,4119,"183,1427","u4119,183,1427-t0",u4119-t0
img_womens_clogs_1370.jpg,584,"2401,1426","u584,2401,1426-t0",u584-t0
img_womens_clogs_1422.jpg,3153,"2337,2529,3678,1621","u3153,2337,2529,3678,1621-t0",u3153-t0
img_womens_clogs_1564.jpg,3233,"3153,2401","u3233,3153,2401-t0",u3233-t0
img_womens_clogs_1634.jpg,2536,"2119,1141","u2536,2119,1141-t0",u2536-t0
img_womens_clogs_176.jpg,790,"785,4253,183,1490","u790,785,4253,183,1490-t0",u790-t0
img_womens_clogs_207.jpg,4584,756,"u4584,756-t0",u4584-t0
img_womens_clogs_301.jpg,240,"4577,736,3678,1141,183,3865,3599,4540,1426,4044,2207,3865,2401","u240,4577,736,3678,1141,183,3865,3599,4540,1426,4044,2207,3865,2401-t0",u240-t0
img_womens_clogs_305.jpg,4631,"2401,3678,2401,590","u4631,2401,3678,2401,590-t0",u4631-t0
img_womens_clogs_32.jpg,1818,4220,"u1818,4220-t0",u1818-t0
img_womens_clogs_440.jpg,1723,"2102,187,4577","u1723,2102,187,4577-t0",u1723-t0
img_womens_clogs_459.jpg,350,"736,3462,1426,1000","u350,736,3462,1426,1000-t0",u350-t0
img_womens_clogs_484.jpg,3605,"3865,3562,3765,622","u3605,3865,3562,3765,622-t0",u3605-t0
img_womens_clogs_508.jpg,2668,4577,"u2668,4577-t0",u2668-t0
img_womens_clogs_775.jpg,3274,"1246,2851,3274,3274,57,2521","u3274,1246,2851,3274,3274,57,2521-t0",u3274-t0
img_womens_clogs_853.jpg,1730,"1730,1730","u1730,1730,1730-t0",u1730-t0
img_womens_clogs_862.jpg,2422,"2045,2536,2157","u2422,2045,2536,2157-t0",u2422-t0
img_womens_clogs_946.jpg,1173,"2127,792,3562","u1173,2127,792,3562-t0",u1173-t0
img_womens_flats_1056.jpg,642,3948,"u642,3948-t0",u642-t0
img_womens_flats_1116.jpg,3834,3377,"u3834,3377-t0",u3834-t0
img_womens_flats_115.jpg,3268,"3268,169","u3268,3268,169-t0",u3268-t0
img_womens_flats_1207.jpg,4372,4372,"u4372,4372-t0",u4372-t0
img_womens_flats_1361.jpg,100,"2396,226,1058","u100,2396,226,1058-t0",u100-t0
img_womens_flats_162.jpg,69,645,"u69,645-t0",u69-t0
img_womens_flats_305.jpg,538,"1141,3678","u538,1141,3678-t0",u538-t0
img_womens_flats_362.jpg,3035,3035,"u3035,3035-t0",u3035-t0
img_womens_flats_512.jpg,135,"1270,96,3484,2396,4543,1375","u135,1270,96,3484,2396,4543,1375-t0",u135-t0
img_womens_flats_54.jpg,4403,2624,"u4403,2624-t0",u4403-t0
img_womens_flats_586.jpg,4066,"1364,3716","u4066,1364,3716-t0",u4066-t0
img_womens_flats_608.jpg,2991,"3678,2022","u2991,3678,2022-t0",u2991-t0
img_womens_flats_625.jpg,2298,4358,"u2298,4358-t0",u2298-t0
img_womens_flats_672.jpg,2233,1426,"u2233,1426-t0",u2233-t0
img_womens_flats_679.jpg,756,756,"u756,756-t0",u756-t0
img_womens_flats_69.jpg,3388,4274,"u3388,4274-t0",u3388-t0
img_womens_flats_703.jpg,501,3562,"u501,3562-t0",u501-t0
img_womens_flats_764.jpg,1842,3929,"u1842,3929-t0",u1842-t0
img_womens_flats_840.jpg,2091,"4188,1375,3398,96","u2091,4188,1375,3398,96-t0",u2091-t0
img_womens_flats_975.jpg,4337,"4493,843,1375","u4337,4493,843,1375-t0",u4337-t0
img_womens_high_heels_106.jpg,4114,"3678,2187","u4114,3678,2187-t0",u4114-t0
img_womens_high_heels_1074.jpg,4174,"3563,452","u4174,3563,452-t0",u4174-t0
img_womens_high_heels_1269.jpg,296,3702,"u296,3702-t0",u296-t0
img_womens_high_heels_1374.jpg,4283,"877,3473","u4283,877,3473-t0",u4283-t0
img_womens_high_heels_1534.jpg,3831,"2336,1153","u3831,2336,1153-t0",u3831-t0
img_womens_high_heels_359.jpg,4322,1141,"u4322,1141-t0",u4322-t0
img_womens_high_heels_432.jpg,179,"1375,2125,2653","u179,1375,2125,2653-t0",u179-t0
img_womens_high_heels_517.jpg,3917,4005,"u3917,4005-t0",u3917-t0
img_womens_high_heels_594.jpg,230,"663,663","u230,663,663-t0",u230-t0
img_womens_high_heels_688.jpg,4019,"4577,3449,3678,3271","u4019,4577,3449,3678,3271-t0",u4019-t0
img_womens_high_heels_69.jpg,1330,102,"u1330,102-t0",u1330-t0
img_womens_high_heels_712.jpg,4618,"1375,4274","u4618,1375,4274-t0",u4618-t0
img_womens_high_heels_725.jpg,2258,"3100,2064,2850","u2258,3100,2064,2850-t0",u2258-t0
img_womens_high_heels_730.jpg,3762,404,"u3762,404-t0",u3762-t0
img_womens_high_heels_780.jpg,3771,"4318,3678,3203","u3771,4318,3678,3203-t0",u3771-t0
img_womens_high_heels_839.jpg,2361,"1387,1390,2909,2361,3322","u2361,1387,1390,2909,2361,3322-t0",u2361-t0
img_womens_pumps_1004.jpg,3931,"2588,1375","u3931,2588,1375-t0",u3931-t0
img_womens_pumps_1022.jpg,2426,"4098,230","u2426,4098,230-t0",u2426-t0
img_womens_pumps_1066.jpg,3034,185,"u3034,185-t0",u3034-t0
img_womens_pumps_1104.jpg,4047,3334,"u4047,3334-t0",u4047-t0
img_womens_pumps_1122.jpg,1684,"3678,3613,4095,2588,4095,3820,3820","u1684,3678,3613,4095,2588,4095,3820,3820-t0",u1684-t0
img_womens_pumps_1424.jpg,471,1756,"u471,1756-t0",u471-t0
img_womens_pumps_1499.jpg,4032,1180,"u4032,1180-t0",u4032-t0
img_womens_pumps_300.jpg,2526,2744,"u2526,2744-t0",u2526-t0
img_womens_pumps_329.jpg,4427,"2653,3290,644","u4427,2653,3290,644-t0",u4427-t0
img_womens_pumps_404.jpg,199,"3562,3678","u199,3562,3678-t0",u199-t0
img_womens_pumps_426.jpg,3722,2528,"u3722,2528-t0",u3722-t0
img_womens_pumps_53.jpg,3408,"2226,3196,3678","u3408,2226,3196,3678-t0",u3408-t0
img_womens_pumps_536.jpg,3688,"2187,2299","u3688,2187,2299-t0",u3688-t0
img_womens_pumps_695.jpg,2836,2836,"u2836,2836-t0",u2836-t0
img_womens_pumps_855.jpg,4501,3526,"u4501,3526-t0",u4501-t0
img_womens_rain_boots_1016.jpg,1102,"4577,3865,1426","u1102,4577,3865,1426-t0",u1102-t0
img_womens_rain_boots_1031.jpg,1480,"2588,4452,1458","u1480,2588,4452,1458-t0",u1480-t0
img_womens_rain_boots_163.jpg,2378,4452,"u2378,4452-t0",u2378-t0
img_womens_rain_boots_492.jpg,1075,1075,"u1075,1075-t0",u1075-t0
img_womens_rain_boots_895.jpg,3286,"1746,3516,2679","u3286,1746,3516,2679-t0",u3286-t0
img_womens_sneakers_1095.jpg,1238,"1238,1399","u1238,1238,1399-t0",u1238-t0
img_womens_sneakers_221.jpg,1056,"2171,543,4275","u1056,2171,543,4275-t0",u1056-t0
img_womens_sneakers_332.jpg,4083,"1853,2640,3536,3825,3920,1919","u4083,1853,2640,3536,3825,3920,1919-t0",u4083-t0
img_womens_sneakers_675.jpg,2264,"2778,660,3417","u2264,2778,660,3417-t0",u2264-t0
img_womens_sneakers_708.jpg,693,116,"u693,116-t0",u693-t0
img_womens_sneakers_720.jpg,315,"2337,3073,3865","u315,2337,3073,3865-t0",u315-t0
img_womens_sneakers_740.jpg,3201,"3451,4629,4320","u3201,3451,4629,4320-t0",u3201-t0
img_womens_stiletto_1092.jpg,3135,3562,"u3135,3562-t0",u3135-t0
img_womens_stiletto_1155.jpg,3165,"2490,2182","u3165,2490,2182-t0",u3165-t0
img_womens_stiletto_131.jpg,3098,"3865,3678,4233,3865,3822,938,4577,1141,2401","u3098,3865,3678,4233,3865,3822,938,4577,1141,2401-t0",u3098-t0
img_womens_stiletto_1317.jpg,2194,2504,"u2194,2504-t0",u2194-t0
img_womens_stiletto_1367.jpg,1892,"2757,3322","u1892,2757,3322-t0",u1892-t0
img_womens_stiletto_237.jpg,3822,"2331,4286,3447,1015,3822","u3822,2331,4286,3447,1015,3822-t0",u3822-t0
img_womens_stiletto_251.jpg,3239,"4452,3562,1220","u3239,4452,3562,1220-t0",u3239-t0
img_womens_stiletto_374.jpg,2606,"590,3423,2337","u2606,590,3423,2337-t0",u2606-t0
img_womens_stiletto_483.jpg,157,"1011,1296","u157,1011,1296-t0",u157-t0
img_womens_stiletto_514.jpg,26,4286,"u26,4286-t0",u26-t0
img_womens_stiletto_549.jpg,3399,3399,"u3399,3399-t0",u3399-t0
img_womens_stiletto_651.jpg,1370,"61,879,3100,3100","u1370,61,879,3100,3100-t0",u1370-t0
img_womens_stiletto_744.jpg,1175,"2351,3843,2509,2509","u1175,2351,3843,2509,2509-t0",u1175-t0
img_womens_stiletto_777.jpg,4628,"3475,409,424,3097,3475,454","u4628,3475,409,424,3097,3475,454-t0",u4628-t0
img_womens_stiletto_91.jpg,1044,"2985,424,4184,852,797","u1044,2985,424,4184,852,797-t0",u1044-t0
img_womens_wedding_shoes_1006.jpg,2583,"3592,2505","u2583,3592,2505-t0",u2583-t0
img_womens_wedding_shoes_1072.jpg,4449,"4215,4213,3271","u4449,4215,4213,3271-t0",u4449-t0
img_womens_wedding_shoes_214.jpg,1183,3140,"u1183,3140-t0",u1183-t0
img_womens_wedding_shoes_355.jpg,586,1400,"u586,1400-t0",u586-t0
img_womens_wedding_shoes_540.jpg,2534,"957,3437","u2534,957,3437-t0",u2534-t0
img_womens_wedding_shoes_569.jpg,1117,"2142,2336","u1117,2142,2336-t0",u1117-t0
img_womens_wedding_shoes_723.jpg,2732,"794,1141","u2732,794,1141-t0",u2732-t0
img_womens_wedding_shoes_738.jpg,1720,"3039,4334,1817,3524","u1720,3039,4334,1817,3524-t0",u1720-t0
img_womens_wedding_shoes_954.jpg,4641,"2412,3449","u4641,2412,3449-t0",u4641-t0
img_womens_wedding_shoes_981.jpg,416,"4458,2346,4594","u416,4458,2346,4594-t0",u416-t0
img_womens_athletic_shoes_1113.jpg,3655,4472,"u3655,4472-t0",u3655-t0
img_womens_athletic_shoes_1240.jpg,621,"2401,4590,96,590,1284","u621,2401,4590,96,590,1284-t0",u621-t0
img_womens_athletic_shoes_1538.jpg,4441,"2401,1021,1426,169","u4441,2401,1021,1426,169-t0",u4441-t0
img_womens_athletic_shoes_1568.jpg,2840,3467,"u2840,3467-t0",u2840-t0
img_womens_athletic_shoes_723.jpg,1627,"1583,990,660","u1627,1583,990,660-t0",u1627-t0
img_womens_athletic_shoes_927.jpg,1116,"4595,2661,2726","u1116,4595,2661,2726-t0",u1116-t0
img_womens_boots_1182.jpg,2488,"3942,1375,1141,3678","u2488,3942,1375,1141,3678-t0",u2488-t0
img_womens_boots_166.jpg,2801,"1375,23,2351,2588","u2801,1375,23,2351,2588-t0",u2801-t0
img_womens_boots_194.jpg,1192,423,"u1192,423-t0",u1192-t0
img_womens_boots_587.jpg,497,4442,"u497,4442-t0",u497-t0
img_womens_boots_721.jpg,1485,"4204,4353","u1485,4204,4353-t0",u1485-t0
img_womens_boots_958.jpg,2899,4070,"u2899,4070-t0",u2899-t0
img_womens_clogs_1064.jpg,3382,"3865,1141,1426,3678,3865","u3382,3865,1141,1426,3678,3865-t0",u3382-t0
img_womens_clogs_146.jpg,2905,"367,2940","u2905,367,2940-t0",u2905-t0
img_womens_clogs_307.jpg,3013,"3562,2401,4637","u3013,3562,2401,4637-t0",u3013-t0
img_womens_clogs_369.jpg,3431,1597,"u3431,1597-t0",u3431-t0
img_womens_clogs_674.jpg,1047,3563,"u1047,3563-t0",u1047-t0
img_womens_flats_1383.jpg,2576,"2235,2130,3865,1375,1141","u2576,2235,2130,3865,1375,1141-t0",u2576-t0
img_womens_flats_1432.jpg,3151,"3562,3228,1375","u3151,3562,3228,1375-t0",u3151-t0
img_womens_flats_301.jpg,2414,"2002,4039","u2414,2002,4039-t0",u2414-t0
img_womens_flats_328.jpg,1244,3436,"u1244,3436-t0",u1244-t0
img_womens_flats_516.jpg,2452,"2717,76","u2452,2717,76-t0",u2452-t0
img_womens_flats_665.jpg,1590,"3034,3678,185,3397","u1590,3034,3678,185,3397-t0",u1590-t0
img_womens_high_heels_1195.jpg,33,"1375,1141","u33,1375,1141-t0",u33-t0
img_womens_high_heels_1413.jpg,3976,968,"u3976,968-t0",u3976-t0
img_womens_high_heels_193.jpg,1745,877,"u1745,877-t0",u1745-t0
img_womens_high_heels_546.jpg,1024,"2588,1679,2401,1375,1068,2351,3678","u1024,2588,1679,2401,1375,1068,2351,3678-t0",u1024-t0
img_womens_pumps_198.jpg,3978,"3678,2414,3562,3960","u3978,3678,2414,3562,3960-t0",u3978-t0
img_womens_pumps_496.jpg,2404,137,"u2404,137-t0",u2404-t0
img_womens_pumps_637.jpg,2588,2588,"u2588,2588-t0",u2588-t0
img_womens_pumps_726.jpg,625,"1348,1426,3865,848,1141","u625,1348,1426,3865,848,1141-t0",u625-t0
img_womens_pumps_735.jpg,2889,"230,1901,2351","u2889,230,1901,2351-t0",u2889-t0
img_womens_rain_boots_483.jpg,29,"29,29","u29,29,29-t0",u29-t0
img_womens_rain_boots_573.jpg,4072,"4383,1552","u4072,4383,1552-t0",u4072-t0
img_womens_rain_boots_581.jpg,1197,"2588,1228,3610","u1197,2588,1228,3610-t0",u1197-t0
img_womens_rain_boots_972.jpg,828,"1375,4424,1141,4577,1424,3231,3678,3865","u828,1375,4424,1141,4577,1424,3231,3678,3865-t0",u828-t0
img_womens_sneakers_415.jpg,227,"1141,4133,3865","u227,1141,4133,3865-t0",u227-t0
img_womens_sneakers_657.jpg,4328,"1426,2337,4328,1285,3865","u4328,1426,2337,4328,1285,3865-t0",u4328-t0
img_womens_stiletto_1264.jpg,252,"2142,252","u252,2142,252-t0",u252-t0
img_womens_stiletto_1593.jpg,3635,1319,"u3635,1319-t0",u3635-t0
img_womens_stiletto_526.jpg,4494,"1217,395","u4494,1217,395-t0",u4494-t0
img_womens_stiletto_812.jpg,1020,2326,"u1020,2326-t0",u1020-t0
img_womens_wedding_shoes_226.jpg,2486,3797,"u2486,3797-t0",u2486-t0
img_womens_wedding_shoes_285.jpg,4213,3861,"u4213,3861-t0",u4213-t0
img_womens_wedding_shoes_294.jpg,2333,4609,"u2333,4609-t0",u2333-t0
img_womens_wedding_shoes_515.jpg,3464,2588,"u3464,2588-t0",u3464-t0
img_womens_wedding_shoes_632.jpg,2372,4386,"u2372,4386-t0",u2372-t0
img_womens_wedding_shoes_789.jpg,3915,"1141,2482,96,2588,877,1202","u3915,1141,2482,96,2588,877,1202-t0",u3915-t0
